,pl_id,name,x_cor,y_cor,installed_2020,installed_2022,installed_2024,installed_2026,installed_2028,dong_id
179,179,미도아파트 앞 주차빌딩,37.4999956,127.01044399999999,0,0,1,1,1,236
180,180,서래마을구립 공영주차장,37.497137,126.99865790000001,0,0,0,0,1,236
181,181,반포4동 주민센터 공영주차장,37.497432,127.0003038,0,0,1,1,1,236
182,182,이수 주차빌딩,37.4962412,126.9853886,0,0,1,1,1,237
183,183,방배1동 공영주차장,37.4854672,126.99243349999999,0,0,0,0,1,238
184,184,중앙로 공영 주차빌딩,37.4821794,126.99205500000001,0,0,0,0,1,239
185,185,사당노외,37.475302,126.98376299999998,0,0,1,0,1,239
186,186,서울교통공사 사당 부설 주차장,37.4763143,126.98563600000001,0,0,0,1,1,239
187,187,방배열린 문화센터,37.4889095,126.9922476,0,0,1,1,1,241
188,188,양재주차빌딩,37.4785659,127.041321,0,0,1,1,1,242
189,189,시민의숲동측,37.472718,127.038203,0,0,0,0,0,243
190,190,청계산근린광장,37.446471,127.056126,0,0,0,0,0,243
191,191,구룡주차빌딩,37.474112,127.04590800000001,0,0,0,0,0,243
192,192,동산마을 공영주차장,37.470008,127.044326,0,0,0,0,0,243
193,193,구룡공원 노외공영주차장,37.4715926,127.0484805,0,0,0,0,0,243
194,194,언남문화체육 센터공영주차장,37.4724059,127.04441159999999,0,0,0,0,0,243
195,195,양재2동주민센터 공영주차장,37.4705526,127.04121090000001,0,0,0,0,0,243
196,196,청계산청룡,37.446653000000005,127.05962199999999,0,0,1,1,1,244
197,197,하왕십리(건물),37.5605019,127.028167,0,0,0,0,1,245
198,198,동대문,37.567161,127.01213200000001,0,0,0,0,1,246
199,199,마장동(건물),37.5700669,127.03494189999999,0,0,0,0,1,246
200,200,마장동축산물 서문,37.5706795,127.03854479999998,0,0,0,1,1,246
201,201,응봉동(평면),37.550532200000006,127.03456170000001,0,0,0,0,1,250
202,202,성수1가2동(평면),37.5498494,127.0497575,0,0,0,0,0,254
203,203,성수2가1동(건물),37.5368616,127.05638929999999,0,0,0,1,1,255
204,204,성수2가3동(건물),37.549012700000006,127.0549305,0,0,0,1,0,256
205,205,송정동 (건물),37.5497209,127.0682035,0,0,0,1,1,257
206,206,용답동(건물),37.5644539,127.05400870000001,0,0,0,0,1,258
207,207,용답제2공영주차장,37.563027000000005,127.0559285,0,0,0,0,1,258
208,208,서울교통공사 인재개발원 부설 주차장,37.562018,127.05688799999999,0,0,0,1,1,258
209,209,도선동,37.5656446,127.0319098,0,0,0,0,1,259
210,210,홍익동(건물),37.565856,127.0338459,0,0,0,1,1,259
211,211,새싹마을 공영주차장,37.56868111,127.01098111,0,0,0,1,1,259
212,212,금호초등학교(건물),37.5523437,127.0194207,0,0,0,1,1,260
213,213,벤처빌딩,37.6083886,127.04230020000001,0,0,0,1,1,273
214,214,장위시장,37.6105275,127.0484822,0,0,0,1,1,275
215,215,경동고,37.5861472,127.012726,0,0,0,1,1,278
216,216,종암1동,37.599277,127.03103700000001,0,0,0,1,1,280
217,217,풍납1공영,37.535527,127.120271,0,0,0,0,1,282
218,218,풍납2공영,37.535919,127.116125,0,0,0,1,1,282
219,219,풍납시장,37.537238,127.121273,0,0,0,1,1,282
220,220,거여동공영,37.492249,127.15038799999999,0,0,0,0,1,285
221,221,마천동2,37.494314,127.15648700000001,0,0,0,1,1,286
222,222,마천동3,37.496088,127.14984199999999,0,0,0,1,1,286
223,223,천마,37.50019,127.154843,0,0,0,1,1,287
224,224,방이고분 주차장,37.507409,127.118439,0,0,0,1,1,288
225,225,방이동,37.51372,127.11391299999998,0,0,1,1,1,289
226,226,송파동,37.507013,127.113321,0,0,0,0,1,292
227,227,송파근린공원주차장,37.506456,127.10943799999998,0,0,0,1,1,292
228,228,카페고고스,37.506607,127.09840200000001,0,0,0,0,0,294
229,229,삼전동,37.500199,127.09595700000001,0,0,0,1,1,295
230,230,가락동1(체비지),37.49442,127.118803,0,0,0,0,1,296
231,231,가락동2(체비지),37.494681,127.119759,0,0,1,1,1,296
232,232,문정근린공원,37.485972,127.124748,0,0,1,1,1,299
233,233,아시아공원,37.510186,127.07828,0,0,1,1,0,303
234,234,신천유수지,37.522409,127.102903,0,0,0,1,1,305
235,235,잠실역,37.513118,127.103524,0,0,0,0,1,305
236,236,송파나루공원 동호주차장,37.513205,127.106549,0,0,0,1,1,305
237,237,신천유수지 주차장,37.521813,127.10269299999999,0,0,0,0,0,305
238,238,잠실역환승,37.514926,127.10596299999999,0,0,0,0,1,305
239,239,더다이닝호수,37.510556,127.10108799999999,0,0,1,1,1,308
240,240,서울놀이마당,37.508941,127.09772099999999,0,0,1,1,1,308
241,241,목동,37.5281321595,126.8765231493,0,0,0,0,1,309
242,242,바람개비,37.530285,126.874151,0,0,0,0,1,309
243,243,한마음,37.530767,126.878046,0,0,0,0,1,309
244,244,목2동 월촌,37.546036,126.874808,0,0,0,0,1,310
245,245,달마을,37.544424,126.871574,0,0,1,1,1,310
246,246,한두,37.548771,126.86609399999999,0,0,0,1,1,311
247,247,목3동 해운,37.5419998,126.86511100000001,0,0,1,1,1,311
248,248,신영시장,37.533088,126.836284,0,0,0,0,0,313
249,249,마을마당,37.530544,126.8332994,0,0,0,0,0,313
250,250,곰달래,37.5294977,126.8360152,0,0,0,0,0,313
251,251,당곡,37.524465,126.845025,0,0,0,0,1,314
252,252,서서울,37.528565,126.83241100000001,0,0,0,1,1,315
253,253,능골,37.533173,126.82455900000001,0,0,0,1,1,315
254,254,신우,37.534569,126.828575,0,0,0,1,1,315
255,255,화곡3-1,37.5417019,126.83254550000001,0,0,0,0,0,317
256,256,화곡4-1,37.5417015,126.8259794,0,0,0,0,0,317
257,257,가로공원,37.5367251491,126.8308300981,0,0,0,0,0,317
258,258,구름다리,37.5240854295,126.833021609,0,0,0,0,0,319
259,259,한울,37.520004,126.83189945870001,0,0,0,0,0,319
260,260,법마을,37.521636,126.860547,0,0,0,0,1,320
261,261,다락골,37.516131,126.849601,0,0,1,0,0,322
262,262,문화회관동측,37.517019,126.863725,0,0,0,0,0,323
263,263,문화회관 지하,37.5164386,126.86334609999999,0,0,0,0,1,323
264,264,어울림,37.522152,126.869307,0,0,1,1,1,323
265,265,신정7동 한사랑교회 앞,37.514721,126.860059,0,0,0,1,0,324
266,266,문화회관서측,37.516383000000005,126.862569,0,0,0,0,0,324
267,267,밝은빛,37.516217,126.861236,0,0,1,0,0,324
268,268,목동타운홀,37.532877,126.876896,0,0,1,0,0,325
269,269,우리,37.536671000000005,126.879154,0,0,0,1,1,325
270,270,광장,37.535507,126.879401,0,0,0,0,0,325
271,271,도서관,37.533463,126.87662399999999,0,0,0,0,1,325
272,272,양천사회단체봉사센터,37.53182329999999,126.875401,0,0,0,1,1,325
273,273,목동노외,37.533411,126.87656000000001,0,0,0,0,0,325
274,274,목동체비지,37.537009000000005,126.88063500000001,0,0,0,0,1,325
275,275,양평2동청사 공영주차장,37.536396,126.885352,0,0,1,1,1,325
276,276,웃우물,37.523757,126.851446,0,0,0,0,0,326
277,277,당산노외,37.526223,126.899395,0,0,0,1,1,328
278,278,영등포구청역,37.524876,126.89515300000001,0,0,0,1,0,328
279,279,당산1동 공영주차장,37.523768,126.899427,0,0,1,0,1,328
280,280,영등포구청환승공영주차장,37.524747,126.895454,0,0,0,0,0,328
281,281,당산근린공원공영주차장,37.525177,126.89513500000001,0,0,0,0,1,328
282,282,별관청사공영주차장,37.528402,126.894421,0,0,0,0,1,328
283,283,당산2동 공영주차장,37.528213,126.907776,0,1,0,0,0,329
284,284,신길역사(1호선)공영주차장,37.515746,126.91747,0,0,0,0,1,332
285,285,신길1동공영주차장,37.510226,126.918608,0,0,1,1,1,332
286,286,경부제3녹지 공영주차장,37.513329,126.923185,0,0,0,1,1,332
287,287,도림초교공영주차장,37.50796,126.90703300000001,0,0,0,1,1,333
288,288,신길4동공영주차장,37.505356,126.91201299999999,0,0,0,0,1,334
289,289,신길4동1동1마을공원공영주차장,37.50708,126.91172900000001,0,0,0,0,1,334
290,290,신길5동공영주차장,37.502098,126.90481799999999,0,0,0,1,1,335
291,291,신길6동공영주차장,37.502621000000005,126.91133700000002,0,0,1,1,1,336
292,292,신길7동공영주차장,37.508238,126.92223500000001,0,0,0,0,1,337
293,293,대림어린이공원공영주차장,37.491121,126.90333899999999,0,0,0,0,1,338
294,294,대림2동공영주차장,37.491568,126.89993100000001,0,0,0,1,1,339
295,295,대림3동공영주차장,37.497991,126.900465,0,0,1,1,1,340
296,296,대림운동장공영주차장,37.499611,126.89481,0,0,1,1,1,340
297,297,영등포본동제1 공영주차장,37.514358,126.909151,0,0,1,1,1,341
298,298,영등포본동제2공영주차장,37.513284000000006,126.914068,0,0,0,0,1,341
299,299,영등포여고공영주차장,37.515377,126.915272,0,0,0,0,1,341
300,300,영등포동제2 공영주차장,37.523736,126.908556,0,0,1,1,1,342
301,301,신길환승(5호선)공영주차장,37.517666,126.91466299999999,0,0,1,1,1,342
302,302,도림동 공영주차장,37.508188,126.896694,0,0,0,1,1,343
303,303,문래동 공영주차장,37.516205,126.88745300000001,0,0,0,0,0,344
304,304,문래근린공원공영주차장,37.515405,126.88500800000001,0,0,0,0,0,344
305,305,해방촌노외,37.544221,126.98438300000001,0,0,0,0,1,346
306,306,청구 공영주차장,37.55827811,126.97591211,0,0,0,0,1,346
307,307,용산주차빌딩,37.539028,127.002074,0,0,0,0,1,360
308,308,한강진역,37.539028,127.002074,0,0,0,1,0,360
309,309,갈현1동 공영주차장,37.626498,126.91533700000001,0,0,1,1,1,363
310,310,구산동마을공원지하공영주차장,37.614751,126.908474,0,0,0,1,1,365
311,311,서신초교지하공영주차장,37.59231079999999,126.90683899999999,0,0,1,1,1,370
312,312,구파발역,37.638085,126.919142,0,0,0,0,0,373
313,313,새장골 공영주차장,37.624469,126.923549,0,0,1,0,1,374
314,314,연광초교지하공영주차장,37.623995,126.924438,0,0,0,0,1,374
315,315,연신중학교지하공영주차장,37.623324,126.925099,0,0,0,1,0,374
316,316,응암3동 공영주차장,37.593506,126.91528899999999,0,0,1,1,1,375
317,317,매바위공영주차장,37.586576,126.920786,0,0,1,1,1,375
318,318,세종로,37.573397,126.975866,0,0,0,1,1,377
319,319,비봉,37.612215534899995,126.9565401309,0,0,1,1,1,380
320,320,서린노외,37.569835,126.98148300000001,0,0,0,1,1,384
321,321,종묘,37.574496,126.994045,0,0,1,1,1,384
322,322,서인사마당,37.5736815664,126.98358586270001,0,0,1,1,1,384
323,323,다산동 공영주차장,37.56494611,126.96956211,0,0,0,0,1,394
324,324,초동 공영주차장,37.56645111,126.97616311,0,0,0,1,1,394
325,325,성곽 공영주차장,37.56224411,126.97925811,0,0,0,0,1,394
326,326,문화 공영주차장,37.56314111,126.98067411,0,0,0,0,1,394
327,327,묵정공원지하 공영주차장,37.56444111,126.9801311,0,0,0,0,1,394
328,328,황학어린이공원 공영주차장,37.56131111,126.97296811,0,0,0,0,1,394
329,329,장충 공영주차장,37.55611411,126.97529109999998,0,0,0,0,1,395
330,330,손기정체육공원 공영주차장,37.55877811,126.97241100000001,0,0,0,0,1,395
331,331,동산 공영주차장,37.55660411,126.97595311,0,0,0,1,1,395
332,332,동국제강,37.567229,126.98347,0,0,0,0,1,396
333,333,약수동 공영주차장,37.56792511,126.97998211,0,0,0,0,1,396
334,334,필동 공영주차장,37.56835511,126.97774811,0,0,0,0,1,396
335,335,서소문삼성생명뒤 공영주차장,37.56736110000001,126.98960911,0,0,0,1,1,396
336,336,남산동 공영주차장,37.56787611,126.98113911,0,0,0,0,1,396
337,337,신당사거리 공영주차장,37.56531311,126.99596711,0,0,0,1,1,399
338,338,신당역 공영주차장,37.56370211,126.99666311,0,0,0,0,1,399
339,339,훈련원 화물대기,37.567026,127.00360900000001,0,0,0,1,1,400
340,340,버티 공영주차장,37.56761311,126.99573211,0,0,0,0,1,400
341,341,중구구민회관 부설주차장,37.56764311,127.00501811,0,0,0,0,1,400
342,342,중림종합복지센터 부설주차장,37.56767711,126.99401110000001,0,0,0,0,1,400
343,343,충현어린이공원 공영주차장,37.56505411,127.02288811,0,0,0,1,1,401
344,344,충현 공영주차장,37.55954811,126.96621811,0,0,0,1,1,403
345,345,다산아트 공영주차장,37.56744411,127.01677611,0,0,0,1,1,404
346,346,신당동 공영주차장,37.562026,127.014296,0,0,1,1,1,404
347,347,중랑초교,37.5891843026,127.075783364,0,0,0,1,1,409
348,348,면목2동,37.5879339365,127.080895225,0,0,0,1,1,409
349,349,중곡초교,37.5747601767,127.082678629,0,0,0,1,1,410
350,350,용마폭포,37.5733535419,127.089120441,0,0,0,1,1,410
351,351,면목5동,37.5829610248,127.08006111,0,0,0,0,0,411
352,352,상봉2동,37.593049171,127.084324844,0,0,0,1,1,414
353,353,중화1동,37.6027493119,127.08165868100001,0,0,0,1,1,415
354,354,화랑대역,37.620090000000005,127.08668999999999,0,0,0,1,1,417
355,355,면일초교,37.591981498,127.099373988,0,0,0,0,1,419
356,356,봉화산역(남),37.616427,127.091907,0,0,0,1,1,421
357,357,봉수대,37.607076780199996,127.09262162700001,0,0,0,1,1,421
358,358,동원시장,37.5900161494,127.091943773,0,0,0,1,1,422
359,359,은행나무,37.5870575753,127.091577826,0,0,0,0,1,422
360,360,늘봄,37.5898179798,127.09640007799999,0,0,0,1,1,423
361,361,까치공원,37.5835075461,127.086967859,0,0,0,1,1,423
362,362,금란,37.5998686891,127.10159040299999,0,0,0,1,0,424
