,자치구,동,동별_승용차수,edu_percent,동별_친환경자동차수,store_총_개소,백화점_개소,합계_사업체수,㎡당 매매평균가,행정구역코드,가구수별_승용차수,동별_수소차_대수,택시,수소충전소,업체명,동주소,경도,위도,주차장명,주차장구분,주차장유형,주차구획수,주차급지구분,주차부제시행구분,주차운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,주차요금정보,주차기본시간,주차기본요금,주차경도,주차위도,interval_1,sum_1,sum_2,interval_2
496,용산구,한남동,2156.669570361908,19689.019951854418,223.13707209596473,0.0,0.0,2080,1130.0,1103074.0,0.21408274472522407,0.3135550137469523,2679721118.9705877,0,,,,,한강진역,공영,노외,180.0,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,유료,5.0,250.0,127.002074,37.539028,7,1.7829242951012363,1.842044881418781,7
497,은평구,녹번동,858.8091029516104,26303.60520520192,212.26898327953967,0.0,0.0,1895,742.0,1112051.0,0.06901945695986582,0.41082955014444894,2192531217.8,0,,,,,,,,,,,,,,,,,,,,,5,1.418724410891056,1.4902428204146703,5
498,은평구,불광1동,1023.282328478918,31341.0911566523,252.9212821890392,3.0,0.0,1677,603.0,1112052.0,0.06539798865462504,0.5166157655798597,2211657815.6,0,,,,,,,,,,,,,,,,,,,,,6,1.4992903795337305,1.569634315161164,6
499,은평구,갈현1동,619.8750784348304,18985.533902301984,153.21245688647556,1.0,0.0,1457,342.0,1112055.0,0.06438922597224789,0.3178539001238134,2189694187.0,0,,,,,갈현1동 공영주차장,공영,노외,61.0,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,유료,5.0,100.0,126.91533700000001,37.626498,3,0.9889159525514747,1.0634061162697845,3
500,은평구,갈현2동,755.2382163201863,23131.436089454663,186.6697124671394,1.0,0.0,1596,342.0,1112056.0,0.07053027795294979,0.3535451919108543,2156965743.8636365,0,,,,,,,,,,,,,,,,,,,,,3,1.1191640705258319,1.191673731338742,3
501,은평구,구산동,839.886315634061,25724.03807524002,207.59190101421882,0.0,0.0,1205,356.0,1112057.0,0.0768001385912638,0.3610730499380933,2113026327.529412,0,,,,,구산동마을공원지하공영주차장,공영,노외,77.0,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,유료,5.0,100.0,126.908474,37.614751,4,1.1723977278396664,1.2436271689586271,4
502,은평구,대조동,802.3852390775653,24575.45510246768,198.32288492533826,3.0,0.0,2530,409.0,1112058.0,0.058709683110965485,0.4512422616591003,2183168488.7666674,0,,,,,,,,,,,,,,,,,,,,,4,1.2602621641797067,1.3330766231414568,4
503,은평구,응암1동,644.3344420156418,19734.675290055082,159.25799625153283,1.0,0.0,1600,568.0,1112059.0,0.05214327442062328,0.4079900949236484,2176717388.5277767,0,,,,,,,,,,,,,,,,,,,,,3,1.1247995514294475,1.2001793797577924,3
504,은평구,응암2동,518.8633203873143,15891.74577682266,128.2457173557312,1.0,0.0,654,568.0,1112060.0,0.06036101912369873,0.28381345439537764,2219026722.25,0,,,,,,,,,,,,,,,,,,,,,3,0.9479304719875458,1.0241285010824512,3
505,은평구,신사1동,711.7822444049823,21800.466581635792,175.92884474209808,0.0,0.0,1290,400.0,1112065.0,0.07110711732317503,0.330499380932728,2164943142.111111,0,,,,,,,,,,,,,,,,,,,,,3,1.087030520042018,1.1600348791230524,3
506,은평구,신사2동,547.432053905747,16766.74894702522,135.30695599037045,0.0,0.0,1691,400.0,1112066.0,0.06970992664023265,0.2592818819645068,2172399417.142857,0,,,,,서신초교지하공영주차장,공영,노외,110.0,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,유료,5.0,100.0,126.90683899999999,37.59231079999999,3,0.962124869249432,1.0367150025335363,3
507,은평구,증산동,403.85017614514845,12369.123194973608,99.81830187054254,1.0,0.0,1017,522.0,1112067.0,0.05712974623640521,0.23339661576557985,2189158046.5294123,0,신흥에너지산업(주),서울특별시  은평구 수색로 199,37.5785883,126.8981881,,,,,,,,,,,,,,,,,2,0.8359135142157,0.9134064199105805,2
508,은평구,증산동,403.85017614514845,12369.123194973608,99.81830187054254,1.0,0.0,1017,522.0,1112067.0,0.05712974623640521,0.23339661576557985,2189158046.5294123,0,(주)삼표에너지 수색충전소,서울특별시  은평구 수색로 181,37.577704499999996,126.8991679,,,,,,,,,,,,,,,,,2,0.8359135142157,0.9134064199105805,2
509,은평구,수색동,277.2225252529395,8490.771503447031,68.52016749168486,2.0,0.0,625,556.0,1112068.0,0.04354736494705301,0.21018572018159304,2236605741.3,0,,,,,,,,,,,,,,,,,,,,,1,0.704605103233042,0.78481717062006,1
